" 20 June 2023, at 10:28",text,,https://en.wikipedia.org/wiki/AT%26T
" 21 June 2023, at 10:23",text,,https://en.wikipedia.org/wiki/Equality_under_the_law
" 21 June 2023, at 15:50",text,,https://en.wikipedia.org/wiki/African-American_culture
" 15 May 2023, at 18:22",text,,https://en.wikipedia.org/wiki/Energy_in_the_United_States
" 29 March 2023, at 17:14",text,,https://en.wikipedia.org/wiki/James_Van_Der_Zee
" 10 May 2023, at 15:20",text,,https://en.wikipedia.org/wiki/Community_theater
" 12 June 2023, at 21:13",text,,https://en.wikipedia.org/wiki/Walt_Whitman
" 29 May 2023, at 15:05",text,,https://en.wikipedia.org/wiki/New_Hollywood
" 5 May 2023, at 13:37",text,,https://en.wikipedia.org/wiki/Assimilation_(phonology)
" 14 April 2023, at 20:38",text,,https://en.wikipedia.org/wiki/Individual_sport
" 21 June 2023, at 23:09",text,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
" 9 June 2023, at 13:05",text,,https://en.wikipedia.org/wiki/Surfing
" 24 May 2023, at 16:08",text,,https://en.wikipedia.org/wiki/Samuel_Eliot_Morison
" 9 June 2023, at 18:57",text,,https://en.wikipedia.org/wiki/S2CID_(identifier)
" 22 May 2023, at 18:22",text,,https://en.wikipedia.org/wiki/Stanford_University_Press
" 20 March 2023, at 08:42",text,,https://en.wikipedia.org/wiki/John_B._Taylor
" 2 February 2022, at 01:09",text,,https://en.wikipedia.org/wiki/The_American_Midland_Naturalist
" 12 June 2023, at 02:04",text,,https://en.wikipedia.org/wiki/United_States_Department_of_State
" 19 May 2023, at 14:31",text,,https://en.wikipedia.org/wiki/Transparency_International
" 22 April 2023, at 13:13",text,,https://en.wikipedia.org/wiki/Financial_Crisis_Inquiry_Commission
" 21 May 2023, at 08:35",text,,https://en.wikipedia.org/wiki/Peter_J._Wallison
" 31 May 2023, at 07:43",text,,https://en.wikipedia.org/wiki/Oxford_University_Press
" 22 June 2023, at 10:46",text,,https://en.wikipedia.org/wiki/Associated_Press
" 20 June 2023, at 21:26",text,,https://en.wikipedia.org/wiki/University_of_Notre_Dame
" 26 May 2023, at 21:06",text, (journal),https://en.wikipedia.org/wiki/International_Affairs_(journal)
" 11 June 2023, at 16:54",text,,https://en.wikipedia.org/wiki/CNN
" 23 March 2023, at 17:37",text,,https://en.wikipedia.org/wiki/ABC-Clio
" 20 June 2023, at 20:23",text,,https://en.wikipedia.org/wiki/Henry_Kissinger
" 14 June 2023, at 09:05",text,,https://en.wikipedia.org/wiki/Charles_Krauthammer
" 19 June 2023, at 05:14",text,,https://en.wikipedia.org/wiki/Brookings_Institution
" 12 June 2023, at 13:06",text,,https://en.wikipedia.org/wiki/Encyclopedia_Britannica
" 20 September 2022, at 05:29",text,,https://en.wikipedia.org/wiki/World_Prison_Brief
" 30 April 2023, at 16:07",text,,https://en.wikipedia.org/wiki/The_American_Journal_of_Medicine
" 16 June 2023, at 18:20",text,,https://en.wikipedia.org/wiki/PMID_(identifier)
" 20 June 2023, at 17:01",text,,https://en.wikipedia.org/wiki/United_States_Attorney
" 19 June 2023, at 20:11",text,,https://en.wikipedia.org/wiki/United_States_Department_of_Justice
" 19 June 2023, at 20:11",text,,https://en.wikipedia.org/wiki/U.S._Department_of_Justice
" 16 May 2023, at 01:28",text,,"https://en.wikipedia.org/wiki/Santa_Barbara,_California"
" 13 June 2023, at 05:29",text,,https://en.wikipedia.org/wiki/Stockholm_International_Peace_Research_Institute
" 23 April 2023, at 01:10",text,,https://en.wikipedia.org/wiki/The_University_Times
" 9 June 2023, at 05:01",text,,https://en.wikipedia.org/wiki/Recording_Industry_Association_of_Japan
" 25 May 2023, at 09:24",text,,https://en.wikipedia.org/wiki/Kantar_Group
" 4 June 2023, at 02:31",text, (magazine),https://en.wikipedia.org/wiki/Variety_(magazine)
" 29 May 2023, at 04:33",text,,https://en.wikipedia.org/wiki/RogerEbert.com
" 9 June 2023, at 18:51",text,,https://en.wikipedia.org/wiki/Matt_Zoller_Seitz
" 4 June 2023, at 05:01",text,,https://en.wikipedia.org/wiki/Sam_Ervin
" 21 May 2022, at 13:00",text,,https://en.wikipedia.org/wiki/Category:Coordinates_on_Wikidata
" 2 July 2022, at 00:48",text,,https://en.wikipedia.org/wiki/Category:Wikipedia_extended-confirmed-protected_pages
" 29 August 2021, at 19:26",text,,https://en.wikipedia.org/wiki/Category:Articles_with_TDV%C4%B0A_identifiers
" 11 January 2023, at 14:09",text,,https://en.wikipedia.org/wiki/Wikipedia:General_disclaimer
" 3 June 2023, at 07:22",text,,https://en.wikipedia.org/wiki/State_auditor
" 8 December 2022, at 15:58",text,,https://en.wikipedia.org/wiki/Category:Articles_with_SUDOC_identifiers
" 5 September 2021, at 11:26",text,,https://en.wikipedia.org/wiki/Category:Articles_with_NARA_identifiers
" 29 August 2021, at 19:26",text,,https://en.wikipedia.org/wiki/Category:Articles_with_Trove_identifiers
" 5 September 2021, at 11:25",text,,https://en.wikipedia.org/wiki/Category:Articles_with_CINII_identifiers
" 20 March 2023, at 09:34",text,,https://en.wikipedia.org/wiki/Category:Articles_with_PortugalA_identifiers
" 29 August 2021, at 19:24",text,,https://en.wikipedia.org/wiki/Category:Articles_with_PLWABN_identifiers
" 29 August 2021, at 19:23",text,,https://en.wikipedia.org/wiki/Category:Articles_with_MusicBrainz_area_identifiers
" 29 August 2021, at 19:26",text,,https://en.wikipedia.org/wiki/Category:Articles_with_VcBA_identifiers
" 29 August 2021, at 19:24",text,,https://en.wikipedia.org/wiki/Category:Articles_with_NLG_identifiers
" 14 March 2023, at 21:47",text,,https://en.wikipedia.org/wiki/Category:Articles_with_Libris_identifiers
" 29 August 2021, at 19:24",text,,https://en.wikipedia.org/wiki/Category:Articles_with_NLK_identifiers
" 8 December 2022, at 15:58",text,,https://en.wikipedia.org/wiki/Category:Articles_with_NKC_identifiers
" 5 September 2021, at 11:25",text,,https://en.wikipedia.org/wiki/Category:Articles_with_NLA_identifiers
" 25 May 2023, at 15:04",text,,https://en.wikipedia.org/wiki/Category:Articles_with_LCCN_identifiers
" 5 September 2021, at 11:25",text,,https://en.wikipedia.org/wiki/Category:Articles_with_NDL_identifiers
" 5 September 2021, at 11:25",text,,https://en.wikipedia.org/wiki/Category:Articles_with_HDS_identifiers
" 8 December 2022, at 15:58",text,,https://en.wikipedia.org/wiki/Category:Articles_with_J9U_identifiers
" 8 December 2022, at 15:58",text,,https://en.wikipedia.org/wiki/Category:Articles_with_ICCU_identifiers
" 9 March 2022, at 13:56",text,,https://en.wikipedia.org/wiki/Category:Articles_with_CANTICN_identifiers
" 6 April 2022, at 12:22",text,,https://en.wikipedia.org/wiki/Category:Articles_with_BNMM_identifiers
" 20 March 2023, at 17:20",text,,https://en.wikipedia.org/wiki/Category:Articles_with_BNF_identifiers
" 8 December 2022, at 15:58",text,,https://en.wikipedia.org/wiki/Category:Articles_with_GND_identifiers
" 11 March 2023, at 01:32",text,,https://en.wikipedia.org/wiki/Category:Articles_with_BNFdata_identifiers
" 3 January 2022, at 17:59",text,,https://en.wikipedia.org/wiki/Category:Articles_with_BIBSYS_identifiers
" 17 March 2023, at 23:12",text,,https://en.wikipedia.org/wiki/Category:Articles_with_WorldCat_Entities_identifiers
" 8 December 2022, at 15:58",text,,https://en.wikipedia.org/wiki/Category:Articles_with_FAST_identifiers
" 8 December 2022, at 15:54",text,,https://en.wikipedia.org/wiki/Category:Articles_with_ISNI_identifiers
" 23 May 2014, at 13:55",text,,https://en.wikipedia.org/wiki/Category:Articles_containing_potentially_dated_statements_from_September_2014
" 23 December 2022, at 08:47",text,,https://en.wikipedia.org/wiki/Category:Articles_with_VIAF_identifiers
" 25 July 2022, at 21:38",text,,https://en.wikipedia.org/wiki/Category:Pages_using_Sister_project_links_with_wikidata_mismatch
" 9 February 2021, at 21:57",text,,https://en.wikipedia.org/wiki/Category:Articles_containing_potentially_dated_statements_from_2021
" 11 October 2017, at 15:03",text,,https://en.wikipedia.org/wiki/Category:Articles_containing_potentially_dated_statements_from_June_2018
" 23 September 2021, at 01:44",text,,https://en.wikipedia.org/wiki/Category:All_articles_containing_potentially_dated_statements
" 9 February 2021, at 21:57",text,,https://en.wikipedia.org/wiki/Category:Articles_containing_potentially_dated_statements_from_2020
" 27 February 2023, at 12:20",text,,https://en.wikipedia.org/wiki/Category:Pages_using_collapsible_list_with_both_background_and_text-align_in_titlestyle
" 25 September 2020, at 15:39",text,,https://en.wikipedia.org/wiki/Category:Articles_containing_Latin-language_text
" 31 October 2022, at 00:33",text,,https://en.wikipedia.org/wiki/Category:Use_mdy_dates_from_November_2022
" 21 May 2020, at 22:52",text,,https://en.wikipedia.org/wiki/Category:All_Wikipedia_articles_written_in_American_English
" 31 August 2019, at 01:58",text,,https://en.wikipedia.org/wiki/Category:Use_American_English_from_September_2019
" 4 April 2021, at 05:56",text,,https://en.wikipedia.org/wiki/Category:Wikipedia_indefinitely_move-protected_pages
" 24 April 2023, at 01:59",text,,https://en.wikipedia.org/wiki/Category:Short_description_is_different_from_Wikidata
" 5 September 2021, at 11:25",text,,https://en.wikipedia.org/wiki/Category:Articles_with_BNE_identifiers
" 15 March 2023, at 03:42",text,,https://en.wikipedia.org/wiki/Category:CS1:_Julian%E2%80%93Gregorian_uncertainty
" 3 March 2023, at 01:37",text,,https://en.wikipedia.org/wiki/Category:Articles_with_short_description
" 7 February 2023, at 03:49",text,,https://en.wikipedia.org/wiki/Category:Articles_with_permanently_dead_external_links
" 30 May 2023, at 19:36",text,,https://en.wikipedia.org/wiki/Category:All_articles_with_dead_external_links
" 30 September 2017, at 01:21",text,,https://en.wikipedia.org/wiki/Category:Articles_with_dead_external_links_from_October_2017
" 12 February 2023, at 14:34",text,,https://en.wikipedia.org/wiki/Category:Harv_and_Sfn_no-target_errors
" 22 March 2023, at 12:24",text,,https://en.wikipedia.org/wiki/Category:Webarchive_template_wayback_links
" 3 January 2014, at 15:14",text,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1776
" 21 April 2023, at 02:07",text,,https://en.wikipedia.org/wiki/Category:Member_states_of_the_United_Nations
" 30 March 2020, at 20:50",text,,https://en.wikipedia.org/wiki/Category:Member_states_of_NATO
" 25 October 2020, at 21:54",text,,https://en.wikipedia.org/wiki/Category:Former_confederations
" 11 November 2022, at 16:53",text,,https://en.wikipedia.org/wiki/Category:G20_nations
" 7 February 2022, at 11:15",text,,https://en.wikipedia.org/wiki/Category:Former_British_colonies_and_protectorates_in_the_Americas
" 4 April 2021, at 11:36",text,,https://en.wikipedia.org/wiki/Category:Federal_constitutional_republics
" 3 May 2023, at 12:48",text,,https://en.wikipedia.org/wiki/Category:English-speaking_countries_and_territories
" 7 July 2022, at 15:48",text,,https://en.wikipedia.org/wiki/Category:Countries_in_North_America
" 6 March 2023, at 15:27",text,,https://en.wikipedia.org/wiki/Help:Category
" 24 December 2022, at 18:44",text,,https://en.wikipedia.org/wiki/Category:Transcontinental_countries
" 10 March 2023, at 04:36",text,,https://en.wikipedia.org/wiki/Wikipedia:Wikimedia_sister_projects
" 11 March 2023, at 13:21",text,,https://en.wikipedia.org/wiki/Help:Authority_control
" 9 September 2022, at 16:21",text,,https://en.wikipedia.org/wiki/Portal:North_America
" 16 May 2023, at 14:16",text,,https://en.wikipedia.org/wiki/Portal:Countries
" 14 December 2022, at 17:20",text,,https://en.wikipedia.org/wiki/Wikipedia:Contents/Portals
" 14 June 2023, at 16:17",text,,https://en.wikipedia.org/wiki/The_United_States_Virgin_Islands
" 18 June 2023, at 05:43",text,,https://en.wikipedia.org/wiki/The_Turks_and_Caicos_Islands
" 25 May 2023, at 18:29",text,,https://en.wikipedia.org/wiki/Saba_(island)
" 2 June 2023, at 21:36",text,,https://en.wikipedia.org/wiki/Sint_Eustatius
" 18 June 2023, at 13:09",text,,https://en.wikipedia.org/wiki/Saint_Pierre_and_Miquelon
" 10 June 2023, at 16:48",text,,https://en.wikipedia.org/wiki/The_Collectivity_of_Saint_Martin
" 13 June 2023, at 00:45",text,,https://en.wikipedia.org/wiki/Saint_Barth%C3%A9lemy
" 31 May 2023, at 10:00",text,,https://en.wikipedia.org/wiki/Montserrat
" 22 June 2023, at 10:04",text,,https://en.wikipedia.org/wiki/Guadeloupe
" 14 June 2023, at 20:54",text,,https://en.wikipedia.org/wiki/Greenland
" 13 June 2023, at 04:13",text,,https://en.wikipedia.org/wiki/Martinique
" 15 June 2023, at 21:41",text,,https://en.wikipedia.org/wiki/Cura%C3%A7ao
" 19 June 2023, at 16:19",text,,https://en.wikipedia.org/wiki/The_Cayman_Islands
" 19 June 2023, at 14:38",text,,https://en.wikipedia.org/wiki/The_British_Virgin_Islands
" 6 June 2023, at 18:34",text,,https://en.wikipedia.org/wiki/Bonaire
" 8 June 2023, at 06:38",text,,https://en.wikipedia.org/wiki/Bermuda
" 14 June 2023, at 18:19",text,,https://en.wikipedia.org/wiki/Aruba
" 8 June 2023, at 01:43",text,,https://en.wikipedia.org/wiki/Anguilla
" 22 June 2023, at 03:24",text,,https://en.wikipedia.org/wiki/Saint_Lucia
" 16 June 2023, at 01:19",text,,https://en.wikipedia.org/wiki/Trinidad_and_Tobago
" 15 June 2023, at 15:51",text,,https://en.wikipedia.org/wiki/Saint_Vincent_and_the_Grenadines
" 22 June 2023, at 16:54",text,,https://en.wikipedia.org/wiki/Saint_Kitts_and_Nevis
" 8 June 2023, at 00:19",text,,https://en.wikipedia.org/wiki/Panama
" 22 June 2023, at 16:04",text,,https://en.wikipedia.org/wiki/The_United_States
" 18 June 2023, at 15:30",text,,https://en.wikipedia.org/wiki/Jamaica
" 15 June 2023, at 20:31",text,,https://en.wikipedia.org/wiki/Nicaragua
" 11 June 2023, at 02:24",text,,https://en.wikipedia.org/wiki/Honduras
" 17 June 2023, at 21:54",text,,https://en.wikipedia.org/wiki/Dominica
" 15 June 2023, at 06:38",text,,https://en.wikipedia.org/wiki/The_Dominican_Republic
" 22 June 2023, at 09:44",text,,https://en.wikipedia.org/wiki/Guatemala
" 18 June 2023, at 15:35",text,,https://en.wikipedia.org/wiki/Sint_Maarten
" 16 June 2023, at 19:55",text,,https://en.wikipedia.org/wiki/Costa_Rica
" 21 June 2023, at 12:53",text,,https://en.wikipedia.org/wiki/El_Salvador
" 10 June 2023, at 17:47",text,,https://en.wikipedia.org/wiki/Grenada
" 22 June 2023, at 14:52",text,,https://en.wikipedia.org/wiki/Antigua_and_Barbuda
" 22 June 2023, at 14:35",text,,https://en.wikipedia.org/wiki/Barbados
" 17 June 2023, at 06:44",text,,https://en.wikipedia.org/wiki/Belize
" 24 November 2022, at 20:44",text,,https://en.wikipedia.org/wiki/Template:North_America_topic
" 21 June 2023, at 17:05",text,,https://en.wikipedia.org/wiki/List_of_Indian_reservations_in_the_United_States
" 12 April 2023, at 03:20",text,,https://en.wikipedia.org/wiki/Template_talk:North_America_topic
" 30 October 2016, at 03:23",text,,https://en.wikipedia.org/wiki/Template_talk:United_States_political_divisions
" 14 September 2022, at 18:01",text,,https://en.wikipedia.org/wiki/Template:United_States_political_divisions
" 2 February 2023, at 05:18",text,,https://en.wikipedia.org/wiki/Category:United_States
" 20 May 2023, at 22:54",text,,https://en.wikipedia.org/wiki/Portal:United_States
" 25 March 2023, at 02:45",text,,https://en.wikipedia.org/wiki/Separation_of_church_and_state_in_the_United_States
" 2 June 2021, at 13:29",text,,https://en.wikipedia.org/wiki/National_security_of_the_United_States
" 1 July 2022, at 18:35",text,,https://en.wikipedia.org/wiki/Environmental_education_in_the_United_States
" 18 May 2023, at 02:27",text,,https://en.wikipedia.org/wiki/Mass_surveillance_in_the_United_States
" 21 May 2023, at 07:39",text,,https://en.wikipedia.org/wiki/Tobacco_in_the_United_States
" 17 June 2023, at 00:17",text,,https://en.wikipedia.org/wiki/Gun_politics_in_the_United_States
" 29 May 2023, at 09:44",text,,https://en.wikipedia.org/wiki/Obesity_in_the_United_States
" 23 April 2023, at 22:23",text,,https://en.wikipedia.org/wiki/Federal_drug_policy_of_the_United_States
" 21 June 2023, at 21:29",text,,https://en.wikipedia.org/wiki/Islamophobia_in_the_United_States
" 16 June 2023, at 00:28",text,,https://en.wikipedia.org/wiki/Haiti
" 16 June 2023, at 02:20",text,,https://en.wikipedia.org/wiki/Energy_policy_of_the_United_States
" 26 March 2023, at 18:49",text,,https://en.wikipedia.org/wiki/Intersex_rights_in_the_United_States
" 26 February 2023, at 11:14",text,,https://en.wikipedia.org/wiki/Environmental_movement_in_the_United_States
" 19 June 2023, at 05:53",text,,https://en.wikipedia.org/wiki/Discrimination_based_on_hair_texture_in_the_United_States
" 1 June 2023, at 16:29",text,,https://en.wikipedia.org/wiki/Antisemitism_in_the_United_States
" 22 June 2023, at 09:23",text,,https://en.wikipedia.org/wiki/Criticism_of_the_United_States_government
" 4 June 2023, at 02:03",text,,https://en.wikipedia.org/wiki/Capital_punishment_in_the_United_States
" 31 May 2023, at 06:49",text,,https://en.wikipedia.org/wiki/Discrimination_in_the_United_States
" 3 June 2023, at 14:37",text,,https://en.wikipedia.org/wiki/Ages_of_consent_in_the_United_States
" 4 June 2023, at 03:25",text,,https://en.wikipedia.org/wiki/Adolescent_sexuality_in_the_United_States
" 22 February 2023, at 11:11",text,,https://en.wikipedia.org/wiki/Sexuality_in_the_United_States
" 9 June 2023, at 21:35",text,,https://en.wikipedia.org/wiki/Uncle_Sam
" 1 June 2023, at 20:39",text,,https://en.wikipedia.org/wiki/National_symbols_of_the_United_States
" 11 May 2023, at 10:07",text,,https://en.wikipedia.org/wiki/Columbia_(personification)
" 3 June 2023, at 19:29",text,,https://en.wikipedia.org/wiki/Naming_in_the_United_States
" 13 June 2023, at 14:18",text,,https://en.wikipedia.org/wiki/Mount_Rushmore
" 9 June 2023, at 12:08",text,,https://en.wikipedia.org/wiki/History_of_American_journalism
" 11 June 2023, at 02:56",text,,https://en.wikipedia.org/wiki/Russian_language_in_the_United_States
" 21 June 2023, at 21:10",text,,https://en.wikipedia.org/wiki/History_of_American_newspapers
" 30 March 2023, at 17:00",text,,https://en.wikipedia.org/wiki/Italian_language_in_the_United_States
" 5 May 2023, at 20:29",text,,https://en.wikipedia.org/wiki/Arabic_language_in_the_United_States
" 24 May 2023, at 09:53",text,,https://en.wikipedia.org/wiki/Chinese_language_and_varieties_in_the_United_States
" 2 May 2023, at 21:20",text,,https://en.wikipedia.org/wiki/French_language_in_the_United_States
" 6 February 2023, at 13:52",text,,https://en.wikipedia.org/wiki/German_language_in_the_United_States
" 28 May 2023, at 13:07",text,,https://en.wikipedia.org/wiki/Plains_Indian_Sign_Language
" 2 July 2022, at 12:44",text,,https://en.wikipedia.org/wiki/Hawai%CA%BBi_Sign_Language
" 24 April 2023, at 12:50",text,,https://en.wikipedia.org/wiki/Black_American_Sign_Language
" 15 June 2023, at 20:53",text,,https://en.wikipedia.org/wiki/Affirmative_action_in_the_United_States
" 21 June 2023, at 10:23",text,,https://en.wikipedia.org/wiki/Terrorism_in_the_United_States
" 21 June 2023, at 21:10",text,,https://en.wikipedia.org/wiki/American_Sign_Language
" 30 April 2023, at 19:01",text,,https://en.wikipedia.org/wiki/Housing_in_the_United_States
" 18 June 2023, at 14:04",text,,https://en.wikipedia.org/wiki/Public_holidays_in_the_United_States
" 26 May 2023, at 00:08",text,,https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas
" 9 May 2023, at 06:10",text,,https://en.wikipedia.org/wiki/Folklore_of_the_United_States
" 9 June 2023, at 16:36",text,,https://en.wikipedia.org/wiki/Insular_area
" 8 May 2023, at 05:37",text,,https://en.wikipedia.org/wiki/Fashion_in_the_United_States
" 19 June 2023, at 04:55",text,,https://en.wikipedia.org/wiki/Family_in_the_United_States
" 26 May 2023, at 07:45",text,,https://en.wikipedia.org/wiki/Educational_attainment_in_the_United_States
" 31 May 2023, at 16:50",text,,https://en.wikipedia.org/wiki/Literacy_in_the_United_States
" 2 May 2023, at 07:29",text,,https://en.wikipedia.org/wiki/Personal_income_in_the_United_States
" 31 May 2023, at 19:16",text,,https://en.wikipedia.org/wiki/Household_income_in_the_United_States
" 15 June 2023, at 18:01",text,,https://en.wikipedia.org/wiki/Home-ownership_in_the_United_States
" 19 April 2023, at 05:59",text,,https://en.wikipedia.org/wiki/Health_in_the_United_States
" 11 May 2023, at 05:38",text,,https://en.wikipedia.org/wiki/Eviction_in_the_United_States
" 21 December 2022, at 20:09",text,,https://en.wikipedia.org/wiki/Women_in_death_care_in_the_United_States
" 14 March 2023, at 15:20",text,,https://en.wikipedia.org/wiki/Death_care_industry_in_the_United_States
" 2 May 2023, at 07:30",text,,https://en.wikipedia.org/wiki/Dance_in_the_United_States
" 24 March 2023, at 09:20",text,,https://en.wikipedia.org/wiki/Wine_of_the_United_States
" 22 May 2022, at 08:12",text,,https://en.wikipedia.org/wiki/Category:Society_of_the_United_States
" 22 June 2023, at 14:59",text,,https://en.wikipedia.org/wiki/Healthcare_in_the_United_States
" 22 June 2023, at 17:24",text,,https://en.wikipedia.org/wiki/American_English
" 4 June 2023, at 01:04",text,,https://en.wikipedia.org/wiki/Americana_(culture)
" 15 June 2023, at 23:53",text,,https://en.wikipedia.org/wiki/National_debt_of_the_United_States
" 3 June 2023, at 07:06",text,,https://en.wikipedia.org/wiki/Unemployment_in_the_United_States
" 22 May 2023, at 15:13",text,,https://en.wikipedia.org/wiki/Greenhouse_gas_emissions_by_the_United_States
" 26 May 2023, at 17:07",text,,https://en.wikipedia.org/wiki/Foreign_trade_of_the_United_States
" 23 November 2022, at 02:12",text,,https://en.wikipedia.org/wiki/List_of_exports_of_the_United_States
" 19 March 2023, at 08:28",text,,https://en.wikipedia.org/wiki/Insurance_in_the_United_States
" 11 May 2023, at 20:29",text,,https://en.wikipedia.org/wiki/Manufacturing_in_the_United_States
" 2 June 2023, at 12:04",text,,https://en.wikipedia.org/wiki/Tourism_in_the_United_States
" 21 June 2023, at 14:01",text,,https://en.wikipedia.org/wiki/List_of_companies_of_the_United_States_by_state
" 5 May 2023, at 22:02",text,,https://en.wikipedia.org/wiki/Financial_position_of_the_United_States
" 4 June 2023, at 08:26",text,,https://en.wikipedia.org/wiki/Banking_in_the_United_States
" 10 June 2023, at 21:54",text,,https://en.wikipedia.org/wiki/Communications_in_the_United_States
" 19 June 2023, at 10:19",text,,https://en.wikipedia.org/wiki/Standard_of_living_in_the_United_States
" 29 December 2022, at 04:08",text,,https://en.wikipedia.org/wiki/Economy_of_the_United_States_by_sector
" 10 June 2023, at 10:03",text,,https://en.wikipedia.org/wiki/Corruption_in_the_United_States
" 12 June 2023, at 11:51",text,,https://en.wikipedia.org/wiki/Mining_in_the_United_States
" 16 May 2023, at 09:13",text,,https://en.wikipedia.org/wiki/Agriculture_in_the_United_States
" 15 May 2023, at 19:35",text,,https://en.wikipedia.org/wiki/State_legislature_(United_States)
" 25 May 2023, at 02:02",text,,https://en.wikipedia.org/wiki/Red_states_and_blue_states
" 18 May 2023, at 20:34",text,,https://en.wikipedia.org/wiki/Imperial_presidency
" 16 June 2023, at 16:46",text,,https://en.wikipedia.org/wiki/Anti-Americanism
" 18 June 2023, at 23:55",text,,https://en.wikipedia.org/wiki/American_exceptionalism
" 22 June 2023, at 02:13",text,,https://en.wikipedia.org/wiki/Hawaiian_sovereignty_movement
" 29 May 2023, at 02:16",text,,https://en.wikipedia.org/wiki/Governor_(United_States)
" 20 June 2023, at 22:22",text,,https://en.wikipedia.org/wiki/Puerto_Rico_statehood_movement
" 21 June 2023, at 07:02",text,,https://en.wikipedia.org/wiki/United_States_Electoral_College
" 15 June 2023, at 06:24",text,,https://en.wikipedia.org/wiki/Third_party_(United_States)
" 9 June 2023, at 22:50",text,,https://en.wikipedia.org/wiki/District_of_Columbia_statehood_movement
" 15 June 2023, at 15:39",text,,https://en.wikipedia.org/wiki/List_of_federal_political_scandals_in_the_United_States
" 14 May 2023, at 20:11",text,,https://en.wikipedia.org/wiki/United_States_Public_Health_Service_Commissioned_Corps
" 19 June 2023, at 20:32",text,,https://en.wikipedia.org/wiki/51st_state
" 20 June 2023, at 03:05",text,,https://en.wikipedia.org/wiki/Uniformed_services_of_the_United_States
" 6 May 2023, at 19:00",text,,https://en.wikipedia.org/wiki/State_governments_of_the_United_States
" 2 June 2023, at 15:20",text,,https://en.wikipedia.org/wiki/Political_status_of_Puerto_Rico
" 21 June 2023, at 04:56",text,,https://en.wikipedia.org/wiki/National_Guard_(United_States)
" 14 June 2023, at 03:13",text,,https://en.wikipedia.org/wiki/Director_of_National_Intelligence
" 24 May 2023, at 03:45",text,,https://en.wikipedia.org/wiki/NOAA_Commissioned_Officer_Corps
" 20 June 2023, at 23:35",text,,https://en.wikipedia.org/wiki/National_Security_Agency
" 19 June 2023, at 16:07",text,,https://en.wikipedia.org/wiki/Secession_in_the_United_States
" 24 May 2023, at 15:02",text,,https://en.wikipedia.org/wiki/National_Reconnaissance_Office
" 9 June 2023, at 01:54",text,,https://en.wikipedia.org/wiki/United_States_Intelligence_Community
" 12 May 2023, at 03:12",text,,https://en.wikipedia.org/wiki/United_States_Reports
" 19 March 2023, at 04:05",text,,https://en.wikipedia.org/wiki/Federal_Reporter
" 27 May 2023, at 04:44",text,,https://en.wikipedia.org/wiki/Defense_Intelligence_Agency
" 15 December 2022, at 15:44",text,,https://en.wikipedia.org/wiki/Federal_preemption
" 22 May 2023, at 13:38",text,,https://en.wikipedia.org/wiki/United_States_district_court
" 12 May 2023, at 15:40",text,,https://en.wikipedia.org/wiki/United_States_courts_of_appeals
" 12 May 2023, at 14:47",text,,https://en.wikipedia.org/wiki/Code_of_Federal_Regulations
